Issue ID,Area ID,Title,Development Status,Audit Runs,Proposal Quality Score,Audit Status,Last Audit Type,Last Audit Date,Score Basis,Next Audit Need,Audit Rubric Version,Rebaseline Status,Rebaseline Notes,Adoption Friction Score,Adoption Friction Band,Adoption Friction Notes,Required Electoral Environment,Pathway Viability,Development Priority,Pathway Adjustment,Enactment Pathway Notes
IMM-003,A-16,Statutes of limitation during presidential tenure,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
IMM-004,A-16,Restrictions on evidentiary use of official conduct,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
IMM-005,A-16,Delay as de facto immunity,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
IMM-006,A-16,Relationship between impeachment and criminal liability,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
IMM-007,A-16,Self-protective use of presidential powers,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
IMM-008,A-16,Independent investigation and prosecution mechanisms,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
REG-001,A-17,Erosion of removal protections,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
REG-002,A-17,Politicized enforcement or nonenforcement,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
REG-003,A-17,Control of administrative adjudication,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
REG-004,A-17,Suspension or dismantling of agency operations,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
